Date,Taluk,Population,Density,Disease,Cases,Recoveries,Deaths,R0,Temperature,Humidity,Rainfall,Hospital Capacity,ICU Beds,Ventilators,Daily Tests,Vaccination Rate,Avg Income,Below Poverty Line,Air Quality Index,Waterborne Cases,Income,Poverty Rate,Latitude,Longitude,Mobility Index
2025-01-26,Thanjavur,880240,1597.23,Cholera,206,200,2,1.07,35.16,78.35,47.84,391,33,27,1696,0.39,192901,14649,86,38,192901,1.66,8.78095,77.93919,0.95
2025-01-26,Thanjavur,939496,907.84,Typhoid,171,166,1,2.06,28.52,55.07,33.19,690,22,48,134,0.86,143454,35488,160,18,143454,3.78,12.77293,78.36386,0.99
2025-01-26,Thanjavur,718913,753.35,Influenza,249,242,4,2.37,35.04,70.66,102.6,570,14,43,1405,0.54,387321,27416,101,44,387321,3.81,9.69161,78.03585,0.89
2025-01-26,Thanjavur,83036,709.6,Malaria,202,195,1,2.03,38.18,72.98,20.11,598,33,8,1192,0.41,178030,32123,53,35,178030,38.69,10.83258,78.71171,0.67
2025-01-26,Thanjavur,741239,1872.6,Hepatitis A,115,115,0,1.43,37.13,44.32,73.42,537,49,14,719,0.64,424460,32027,164,41,424460,4.32,8.86502,76.44802,0.6
2025-01-26,Thanjavur,737714,1720.64,H1N1,172,160,3,1.97,30.23,86.79,16.41,620,74,9,1312,0.75,429483,2546,89,1,429483,0.35,11.80497,80.04091,0.22
2025-01-26,Thanjavur,195762,850.02,Tuberculosis,62,60,0,0.97,37.26,52.15,113.92,468,5,39,1984,0.89,460451,16501,181,5,460451,8.43,13.37796,78.89999,0.57
2025-01-27,Thanjavur,135567,1549.7,COVID-19,312,309,2,1.67,34.64,42.15,89.82,95,59,39,1724,0.36,180825,4037,191,28,180825,2.98,10.41797,77.81672,0.95
2025-01-27,Thanjavur,680806,2961.85,Dengue,132,123,2,1.3,36.79,74.82,41.07,765,57,9,363,0.95,135462,13283,151,17,135462,1.95,8.9671,78.79362,0.59
2025-01-27,Thanjavur,991467,1708.88,Cholera,117,115,1,0.83,32.51,85.29,70.03,73,9,32,693,0.91,222901,48175,144,32,222901,4.86,9.95017,76.22301,0.27
2025-01-27,Thanjavur,412663,2360.88,Typhoid,218,209,2,1.9,30.24,67.76,11.08,432,40,40,1117,0.58,190829,23164,146,25,190829,5.61,8.34671,76.98562,0.37
2025-01-27,Thanjavur,376342,639.86,Influenza,231,222,2,1.83,28.02,78.01,199.54,727,98,38,150,0.71,338915,25269,184,32,338915,6.71,12.66291,80.10278,0.66
2025-01-27,Thanjavur,922769,2852.0,Malaria,178,174,3,1.67,38.22,55.51,189.78,411,13,41,296,0.42,83777,12843,196,33,83777,1.39,8.38119,76.15861,0.48
2025-01-27,Thanjavur,107226,1536.94,Hepatitis A,96,91,1,1.6,34.18,74.0,45.69,958,49,6,197,0.33,317284,42842,52,30,317284,39.95,13.31882,79.52135,0.63
2025-01-27,Thanjavur,921274,2041.31,H1N1,345,335,6,1.89,31.52,41.05,112.13,545,35,44,1107,0.37,370216,48641,153,0,370216,5.28,12.71445,77.26501,0.67
2025-01-27,Thanjavur,926449,1939.95,Tuberculosis,170,162,2,1.64,38.01,78.97,107.34,901,41,16,162,0.6,184447,40864,129,30,184447,4.41,9.29817,76.64664,0.24
2025-01-28,Thanjavur,356569,535.07,COVID-19,351,345,5,1.61,29.43,48.57,178.91,961,69,16,839,0.68,87771,17203,53,28,87771,4.82,8.79715,76.24629,0.25
2025-01-28,Thanjavur,420151,864.96,Dengue,209,204,1,2.22,34.84,86.11,58.21,442,43,21,1705,0.81,291642,37499,65,31,291642,8.93,12.46934,77.14298,0.47
2025-01-28,Thanjavur,954808,1662.57,Cholera,272,260,5,1.76,25.98,43.5,99.08,738,80,29,779,0.6,97263,23764,142,28,97263,2.49,12.11003,79.81668,0.59
2025-01-28,Thanjavur,343072,1847.84,Typhoid,126,122,1,1.4,34.2,49.85,145.6,802,50,35,1600,0.69,150686,35818,161,31,150686,10.44,8.93565,76.74638,0.38
2025-01-28,Thanjavur,454288,1218.46,Influenza,72,67,1,0.96,33.83,89.33,46.91,158,62,28,1492,0.53,392411,30555,186,11,392411,6.73,12.34822,78.93752,0.45
2025-01-28,Thanjavur,960792,1152.51,Malaria,95,89,1,0.93,33.47,53.15,29.04,426,11,23,1169,0.82,488580,26395,50,9,488580,2.75,9.42547,79.09635,0.39
2025-01-28,Thanjavur,207505,2198.4,Hepatitis A,173,165,1,2.43,28.22,81.26,89.59,705,8,19,151,0.49,457263,4094,187,36,457263,1.97,9.89244,77.12019,0.42
2025-01-28,Thanjavur,433619,577.65,H1N1,115,113,1,1.02,37.47,71.91,22.07,431,85,39,1733,0.77,407100,43296,68,46,407100,9.98,8.87806,80.18948,0.46
2025-01-28,Thanjavur,394637,2976.3,Tuberculosis,211,201,3,1.71,30.51,80.2,57.37,509,49,37,212,0.65,220397,29039,63,47,220397,7.36,12.7718,77.97959,0.84
2025-01-29,Thanjavur,963260,1280.2,COVID-19,367,364,2,1.61,30.09,84.54,70.84,697,64,6,457,0.44,209962,47993,181,32,209962,4.98,12.84516,76.66431,0.77
2025-01-29,Thanjavur,119541,712.67,Dengue,309,305,4,1.7,31.69,53.76,91.8,186,78,39,303,0.44,165301,8151,70,3,165301,6.82,8.52651,78.09958,0.4
2025-01-29,Thanjavur,600464,708.75,Cholera,292,286,1,2.33,36.1,57.92,144.07,409,81,35,1876,0.91,142944,8186,62,30,142944,1.36,8.4764,78.18548,0.77
2025-01-29,Thanjavur,618956,865.66,Typhoid,184,180,1,1.42,35.18,58.92,74.09,170,53,33,837,0.86,112254,7200,157,3,112254,1.16,11.37025,79.06442,0.23
2025-01-29,Thanjavur,641768,948.34,Influenza,116,112,1,1.03,28.46,65.63,124.26,745,10,8,653,0.78,177953,41247,100,11,177953,6.43,9.76975,77.53434,0.59
2025-01-29,Thanjavur,220618,1108.89,Malaria,196,192,2,1.94,39.32,56.55,152.71,903,75,25,1695,0.38,227310,21032,144,36,227310,9.53,11.65471,77.65184,0.98
2025-01-29,Thanjavur,206545,1554.15,Hepatitis A,194,187,1,2.39,28.95,48.9,83.27,670,78,34,600,0.47,270115,2949,193,26,270115,1.43,9.82592,78.18213,0.41
2025-01-29,Thanjavur,893851,2448.45,H1N1,149,141,1,1.06,32.16,70.49,81.41,416,52,32,1997,0.57,393191,25667,108,14,393191,2.87,12.09645,77.91252,0.26
2025-01-29,Thanjavur,859707,1652.2,Tuberculosis,148,142,2,1.67,32.62,41.11,53.46,149,70,13,1372,0.7,160687,20263,163,36,160687,2.36,11.53761,76.06802,0.68
2025-01-30,Thanjavur,222710,2881.44,COVID-19,388,377,4,2.36,35.56,43.45,126.1,938,46,11,662,0.7,446291,44424,88,17,446291,19.95,12.54439,76.83147,0.44
2025-01-30,Thanjavur,995558,2342.28,Dengue,296,283,5,1.92,37.51,44.5,189.57,896,20,21,691,0.39,260530,42174,144,17,260530,4.24,9.2735,77.99819,0.34
2025-01-30,Thanjavur,204213,2702.66,Cholera,279,277,2,1.79,38.98,56.21,178.78,421,90,32,508,0.48,396592,10116,65,40,396592,4.95,11.97641,79.70299,0.59
2025-01-30,Thanjavur,808927,771.84,Typhoid,178,167,2,1.7,31.06,80.76,157.87,140,52,41,1170,0.61,385984,30266,101,15,385984,3.74,8.07692,78.63941,0.39
2025-01-30,Thanjavur,368856,1421.63,Influenza,76,69,0,1.12,33.9,50.59,191.35,348,90,20,1329,0.92,468957,19192,177,31,468957,5.2,12.58984,78.48438,0.38
2025-01-30,Thanjavur,558247,2634.08,Malaria,55,47,0,0.98,36.55,43.81,182.3,813,67,45,1011,0.72,90079,45716,90,49,90079,8.19,12.6453,77.3936,0.25
2025-01-30,Thanjavur,192250,1240.33,Hepatitis A,105,103,1,1.99,39.83,72.63,72.33,566,83,21,1403,0.73,185800,16182,138,35,185800,8.42,8.7155,77.40572,0.4
2025-01-30,Thanjavur,499058,547.13,H1N1,338,327,6,1.92,35.57,81.63,155.97,953,28,30,1761,0.68,345606,7939,130,41,345606,1.59,12.81696,77.26753,0.53
2025-01-30,Thanjavur,768690,731.13,Tuberculosis,116,108,2,0.96,26.77,71.17,188.31,406,34,18,1855,0.69,159534,15944,116,44,159534,2.07,8.57158,77.89063,0.47
2025-01-31,Thanjavur,314101,1112.18,COVID-19,434,425,2,2.06,38.24,85.46,78.63,831,38,12,1520,0.49,462045,12259,65,15,462045,3.9,8.66156,76.1658,0.6
2025-01-31,Thanjavur,370597,2467.16,Dengue,334,327,6,1.76,34.75,68.69,143.14,785,7,48,1851,0.57,93596,44514,198,38,93596,12.01,12.81644,79.25462,0.42
2025-01-31,Thanjavur,749017,2703.4,Cholera,246,244,2,1.67,28.02,50.08,2.22,263,94,28,410,0.39,431349,22440,148,41,431349,3.0,8.03821,76.01154,0.38
2025-01-31,Thanjavur,446963,2189.98,Typhoid,116,106,2,1.01,26.33,52.02,126.89,691,24,34,688,0.72,103240,19810,53,44,103240,4.43,9.21192,79.48173,0.2
2025-01-31,Thanjavur,561957,1961.06,Influenza,62,60,0,1.28,29.79,42.33,174.89,146,20,34,252,0.81,128992,15828,126,46,128992,2.82,13.33149,76.95131,0.3
2025-01-31,Thanjavur,547325,1233.2,Malaria,143,137,1,1.94,37.17,66.88,94.83,906,5,39,802,0.79,127161,9115,174,28,127161,1.67,12.36901,76.58426,0.59
2025-01-31,Thanjavur,794971,2123.57,Hepatitis A,182,173,3,2.21,25.31,68.81,190.66,112,9,36,1159,0.65,240618,45661,126,17,240618,5.74,12.41751,80.18499,0.88
2025-01-31,Thanjavur,300772,684.94,H1N1,126,120,1,0.94,35.82,88.37,41.86,382,36,9,647,0.87,490739,22413,149,4,490739,7.45,8.02816,76.12465,0.66
2025-01-31,Thanjavur,66051,2561.35,Tuberculosis,193,190,3,1.19,28.83,60.91,160.36,997,81,32,1948,0.38,226162,37630,127,28,226162,56.97,8.27571,77.73188,0.95
2025-02-01,Thanjavur,105416,623.23,COVID-19,196,191,3,0.88,30.64,65.05,7.56,778,43,29,1849,0.77,491753,34833,57,20,491753,33.04,8.37251,78.02422,0.24
2025-02-01,Thanjavur,156418,2840.45,Dengue,266,258,2,2.49,25.92,64.7,108.19,445,77,35,464,0.73,128841,15215,192,32,128841,9.73,9.65873,78.39923,0.78
2025-02-01,Thanjavur,492215,1626.0,Cholera,189,182,1,0.87,32.44,68.58,192.75,531,88,8,603,0.47,405808,31653,176,49,405808,6.43,12.00789,78.20047,0.26
2025-02-01,Thanjavur,780075,2997.84,Typhoid,262,257,1,1.62,39.88,66.27,87.61,653,56,39,698,0.71,313483,13884,138,11,313483,1.78,8.81104,79.6946,0.37
2025-02-01,Thanjavur,267761,2401.7,Influenza,206,200,2,2.09,36.24,63.33,21.63,550,94,9,596,0.56,169790,26111,171,39,169790,9.75,11.31129,77.68123,0.49
2025-02-01,Thanjavur,387006,963.75,Malaria,193,190,3,1.99,29.77,76.71,138.65,856,84,10,580,0.4,183877,24530,113,8,183877,6.34,13.06463,76.4532,0.41
2025-02-01,Thanjavur,122396,779.52,Hepatitis A,161,154,2,1.66,33.86,61.89,60.25,744,19,15,270,0.47,359400,30370,170,19,359400,24.81,13.45161,77.58983,0.9
2025-02-01,Thanjavur,151666,2596.86,H1N1,318,309,3,1.72,29.75,48.7,171.37,173,78,34,1002,0.52,340210,30795,100,7,340210,20.3,10.73931,76.06091,0.79
2025-02-01,Thanjavur,245514,1275.93,Tuberculosis,131,130,1,1.99,28.49,44.97,113.24,168,49,39,923,0.77,438671,6432,193,29,438671,2.62,12.28117,76.3949,0.36
2025-02-02,Thanjavur,271051,2402.82,COVID-19,194,188,3,0.82,26.41,44.08,24.97,275,94,23,1088,0.53,214109,3257,173,16,214109,1.2,9.18304,77.52283,0.36
2025-02-02,Thanjavur,998394,1222.98,Dengue,181,177,3,1.1,26.74,50.39,35.12,697,39,14,112,0.67,150838,21975,182,14,150838,2.2,12.45555,79.12498,0.76
2025-02-02,Thanjavur,756530,2626.75,Cholera,172,164,3,2.13,30.5,81.39,72.48,176,53,35,1556,0.78,113217,29589,139,26,113217,3.91,11.95712,76.61752,0.38
2025-02-02,Thanjavur,971570,2382.31,Typhoid,126,125,1,1.52,37.53,77.78,4.57,177,35,7,1707,0.64,392977,15982,91,22,392977,1.64,12.80769,77.91247,0.21
2025-02-02,Thanjavur,158137,1913.15,Influenza,202,199,3,2.38,38.77,78.14,138.05,658,34,37,1991,0.74,463344,40280,173,40,463344,25.47,9.03028,78.71422,0.46
2025-02-02,Thanjavur,172943,1983.87,Malaria,95,88,1,1.06,30.56,42.74,45.48,292,17,33,1964,0.72,216059,46257,111,40,216059,26.75,8.81286,79.07389,0.75
2025-02-02,Thanjavur,767909,2293.0,Hepatitis A,176,174,1,2.45,30.67,66.56,91.07,650,57,18,1935,0.47,470054,37628,55,42,470054,4.9,12.47971,80.20386,0.75
2025-02-02,Thanjavur,771122,2572.46,H1N1,335,330,3,1.77,34.27,79.39,89.7,894,95,9,1649,0.57,82066,28856,194,41,82066,3.74,10.83256,77.31812,0.77
2025-02-02,Thanjavur,642105,1946.7,Tuberculosis,98,94,0,1.56,32.77,88.47,101.54,552,10,10,1153,0.92,142096,34635,83,0,142096,5.39,10.51695,78.27124,0.54
2025-02-03,Thanjavur,708577,1093.84,COVID-19,253,245,3,1.37,25.14,43.78,181.2,869,12,28,814,0.45,329707,45042,107,9,329707,6.36,13.31645,78.96567,0.23
2025-02-03,Thanjavur,676925,730.86,Dengue,414,403,5,2.3,27.41,43.0,108.14,955,82,38,946,0.4,230077,10082,84,16,230077,1.49,10.25242,78.01,0.7
2025-02-03,Thanjavur,985429,728.14,Cholera,195,193,2,1.97,36.24,45.71,124.65,115,36,7,688,0.92,137595,31446,161,13,137595,3.19,9.90155,76.40071,0.99
2025-02-03,Thanjavur,860670,1947.94,Typhoid,208,204,2,1.42,29.76,75.32,142.31,348,80,22,145,0.53,192042,7598,174,22,192042,0.88,10.01354,77.58204,0.91
2025-02-03,Thanjavur,619847,891.92,Influenza,194,187,0,1.63,30.18,58.41,12.01,932,89,8,1707,0.55,276487,43953,190,22,276487,7.09,8.37616,78.83527,0.86
2025-02-03,Thanjavur,928665,1114.78,Malaria,101,99,0,1.23,32.12,64.24,176.21,960,76,35,1713,0.65,403341,44867,66,36,403341,4.83,11.40829,80.48539,0.34
2025-02-03,Thanjavur,454302,616.23,Hepatitis A,102,93,1,1.33,27.21,84.06,52.41,777,61,44,1364,0.92,359299,19280,142,19,359299,4.24,10.95323,78.01487,0.79
2025-02-03,Thanjavur,903928,2428.34,H1N1,231,220,2,1.7,29.55,57.37,111.01,401,5,15,610,0.31,429361,36637,125,12,429361,4.05,12.47039,79.54042,0.31
2025-02-03,Thanjavur,124856,2508.3,Tuberculosis,81,73,1,1.07,38.09,63.53,105.98,524,67,38,1719,0.84,493566,35595,181,43,493566,28.51,12.10428,80.20366,0.85
2025-02-04,Thanjavur,707040,2154.71,COVID-19,250,242,3,1.59,37.64,42.46,58.03,450,67,32,750,0.7,214800,32544,178,1,214800,4.6,13.20964,76.27303,0.28
2025-02-04,Thanjavur,405315,2446.78,Dengue,364,360,3,2.19,37.3,53.46,139.54,531,19,31,1301,0.6,409704,49757,153,4,409704,12.28,11.50232,77.91188,0.94
2025-02-04,Thanjavur,239619,1139.56,Cholera,73,69,1,1.11,30.05,45.34,164.6,557,58,24,213,0.88,119415,31311,71,10,119415,13.07,9.29596,76.52435,0.29
2025-02-04,Thanjavur,495501,908.92,Typhoid,221,218,2,2.46,30.45,85.72,136.18,610,88,46,261,0.75,481687,46430,91,4,481687,9.37,13.48582,77.72709,0.37
2025-02-04,Thanjavur,766362,1183.66,Influenza,104,97,1,1.05,29.94,75.12,121.16,438,76,48,775,0.8,125930,40963,124,36,125930,5.35,13.44605,78.1112,0.68
2025-02-04,Thanjavur,312717,804.87,Malaria,146,136,1,1.16,31.26,43.18,72.82,707,67,17,1938,0.44,231191,26396,76,26,231191,8.44,9.67387,76.89091,0.63
2025-02-04,Thanjavur,736272,671.59,Hepatitis A,76,72,1,1.62,32.52,45.96,79.31,867,17,31,1780,0.79,454426,48165,52,19,454426,6.54,10.91135,77.85918,0.96
2025-02-04,Thanjavur,88233,1655.7,H1N1,130,121,1,1.3,38.44,85.06,33.52,742,34,49,286,0.93,215094,42999,53,13,215094,48.73,11.02338,79.41932,0.28
2025-02-04,Thanjavur,909485,2206.32,Tuberculosis,265,258,3,2.26,39.85,85.03,196.23,92,98,45,106,0.46,93759,35198,89,28,93759,3.87,13.26377,78.49805,0.87
2025-02-05,Thanjavur,373730,2686.3,COVID-19,337,332,5,2.37,29.83,86.3,190.87,250,28,20,1905,0.69,144958,44407,164,28,144958,11.88,10.87692,78.84174,0.32
2025-02-05,Thanjavur,500486,814.27,Dengue,99,96,0,1.07,25.52,85.61,48.67,457,67,15,1812,0.9,253742,18781,104,26,253742,3.75,8.63258,77.55415,0.64
2025-02-05,Thanjavur,627258,1603.9,Cholera,252,243,1,2.21,37.71,88.98,159.62,453,51,11,541,0.42,386744,23325,65,15,386744,3.72,9.72597,80.03835,0.23
2025-02-05,Thanjavur,374411,1678.93,Typhoid,229,225,3,1.55,25.22,88.46,111.78,532,73,26,1154,0.84,346237,14938,199,0,346237,3.99,11.55236,76.47402,0.84
2025-02-05,Thanjavur,992327,1679.25,Influenza,229,227,1,2.01,27.57,79.57,19.8,597,7,25,783,0.82,386769,17116,149,9,386769,1.72,10.39789,76.18073,0.47
2025-02-05,Thanjavur,160292,2006.71,Malaria,119,117,0,1.88,29.72,67.46,157.75,852,83,28,263,0.45,334122,44809,191,16,334122,27.95,9.2504,76.99852,0.31
2025-02-05,Thanjavur,318518,1621.24,Hepatitis A,167,165,1,1.59,25.31,50.48,182.13,790,86,19,1023,0.62,224629,31315,72,21,224629,9.83,9.27283,79.65584,0.81
2025-02-05,Thanjavur,306481,601.74,H1N1,282,271,2,2.01,25.57,81.81,79.83,613,29,47,1487,0.47,493934,46759,132,1,493934,15.26,9.40169,77.14386,0.68
2025-02-05,Thanjavur,300076,652.53,Tuberculosis,83,82,0,0.91,28.39,56.44,25.69,116,54,10,1327,0.85,495854,43648,198,30,495854,14.55,10.85805,78.24323,0.37
2025-02-06,Thanjavur,429091,1704.38,COVID-19,435,427,6,2.11,35.02,45.43,91.4,740,24,6,1394,0.6,425198,8322,188,6,425198,1.94,10.0242,77.53352,0.91
2025-02-06,Thanjavur,786358,1850.77,Dengue,282,279,3,2.34,36.84,59.83,104.87,643,35,44,1799,0.5,301604,46973,114,14,301604,5.97,8.78194,77.39323,0.95
2025-02-06,Thanjavur,708129,2022.02,Cholera,320,314,3,1.5,36.17,84.87,30.57,80,79,41,132,0.31,422910,14842,112,1,422910,2.1,10.5471,80.24626,0.36
2025-02-06,Thanjavur,864489,1977.83,Typhoid,291,282,2,2.25,35.52,71.02,1.91,596,69,38,1916,0.5,154193,30047,97,30,154193,3.48,9.96379,76.16479,0.66
2025-02-06,Thanjavur,775028,1627.78,Influenza,136,126,1,1.71,36.06,82.05,196.18,771,60,29,522,0.83,420618,46527,107,45,420618,6.0,9.52202,78.54732,0.62
2025-02-06,Thanjavur,651263,1085.35,Malaria,253,243,2,2.4,38.98,64.44,127.46,920,17,22,874,0.52,431251,8693,180,4,431251,1.33,9.43731,76.99578,0.97
2025-02-06,Thanjavur,167541,2649.97,Hepatitis A,170,167,1,2.18,28.99,78.54,188.11,222,34,44,1909,0.34,350648,42824,145,26,350648,25.56,9.44195,78.64315,0.93
2025-02-06,Thanjavur,199430,567.19,H1N1,262,256,5,0.81,35.36,79.89,15.65,219,32,34,747,0.37,374389,13953,187,14,374389,7.0,11.16851,78.72843,0.95
2025-02-06,Thanjavur,855428,1105.07,Tuberculosis,199,191,3,1.23,32.27,58.31,87.11,144,98,25,979,0.68,376881,17252,74,23,376881,2.02,12.40624,78.79142,0.88
2025-02-07,Thanjavur,612334,1482.58,COVID-19,208,197,2,1.37,34.24,76.04,142.86,718,54,35,1987,0.7,365602,38376,97,29,365602,6.27,12.85901,76.58149,0.67
2025-02-07,Thanjavur,110423,1412.09,Dengue,187,176,3,1.9,25.71,74.08,183.14,639,79,32,403,0.81,425213,27029,65,10,425213,24.48,12.05615,80.36533,0.29
2025-02-07,Thanjavur,637669,1318.07,Cholera,180,171,2,0.85,32.61,44.44,171.6,644,78,5,1105,0.5,262892,2027,91,21,262892,0.32,12.16558,78.44525,0.66
2025-02-07,Thanjavur,986020,1977.74,Typhoid,188,179,1,1.93,31.41,53.51,137.34,132,93,23,140,0.57,272070,32877,134,37,272070,3.33,10.48229,78.76098,0.44
2025-02-07,Thanjavur,259493,2581.44,Influenza,120,112,1,0.89,37.99,45.93,129.81,619,94,32,393,0.41,134178,21887,56,18,134178,8.43,10.64168,77.70449,0.28
2025-02-07,Thanjavur,861467,2977.82,Malaria,19,19,0,0.82,35.93,67.64,135.13,666,53,33,1173,0.74,161823,39961,134,25,161823,4.64,13.26014,77.68938,0.92
2025-02-07,Thanjavur,857209,701.05,Hepatitis A,114,108,1,1.62,29.24,63.77,136.04,299,72,16,1039,0.48,160056,14350,121,46,160056,1.67,8.14027,78.66789,0.93
2025-02-07,Thanjavur,884935,1198.17,H1N1,164,163,1,1.44,39.37,70.81,7.57,845,21,25,1052,0.52,273658,42890,72,10,273658,4.85,8.14305,76.60586,0.31
2025-02-07,Thanjavur,269939,1047.97,Tuberculosis,217,206,4,2.13,28.2,79.63,182.06,293,49,38,1905,0.75,443005,20816,142,9,443005,7.71,10.42033,77.48939,0.25
2025-02-08,Thanjavur,624674,1145.41,COVID-19,349,343,3,2.19,36.98,63.51,181.04,371,14,42,1878,0.36,129702,33871,141,14,129702,5.42,8.54871,77.79791,0.2
2025-02-08,Thanjavur,711379,1422.36,Dengue,419,409,4,2.21,25.45,85.85,136.1,658,6,39,349,0.38,156540,23306,115,15,156540,3.28,8.65188,79.91823,0.63
2025-02-08,Thanjavur,263564,627.85,Cholera,189,181,1,1.83,34.45,63.74,37.82,550,37,12,1521,0.44,466079,4432,64,21,466079,1.68,8.66534,78.07987,0.46
2025-02-08,Thanjavur,848829,951.28,Typhoid,271,261,1,2.5,28.47,63.6,151.8,488,69,6,1635,0.56,269930,35711,192,1,269930,4.21,9.52086,77.08728,0.76
2025-02-08,Thanjavur,687165,1904.05,Influenza,184,177,3,1.8,30.36,68.54,23.83,275,45,17,591,0.75,89131,26440,178,24,89131,3.85,9.62836,77.72883,0.56
2025-02-08,Thanjavur,814586,945.68,Malaria,149,142,2,1.22,28.23,57.68,92.35,54,92,11,1619,0.61,220919,22564,66,6,220919,2.77,9.37496,80.03814,0.86
2025-02-08,Thanjavur,719631,890.29,Hepatitis A,101,99,1,1.7,32.52,89.95,131.87,210,94,7,1508,0.7,159028,3334,145,24,159028,0.46,11.35767,76.87646,0.85
2025-02-08,Thanjavur,604788,2590.18,H1N1,317,305,3,2.32,27.49,50.25,125.6,986,74,13,613,0.55,491757,29933,194,7,491757,4.95,11.16579,79.41544,0.71
2025-02-08,Thanjavur,792829,853.53,Tuberculosis,103,96,0,1.02,33.62,51.58,173.59,447,76,13,263,0.79,467871,3332,100,48,467871,0.42,11.89051,80.15297,0.53
2025-02-09,Thanjavur,53816,936.15,COVID-19,165,154,2,0.97,39.79,54.12,160.52,548,9,41,793,0.42,81533,13961,177,26,81533,25.94,12.70944,77.39065,0.27
2025-02-09,Thanjavur,354356,2361.93,Dengue,291,287,4,1.32,36.27,70.64,110.97,274,93,33,1761,0.82,424391,7996,108,27,424391,2.26,13.12707,78.82541,0.81
2025-02-09,Thanjavur,658277,2638.27,Cholera,121,117,2,1.53,34.75,71.18,84.76,269,27,19,1943,0.9,298474,16808,144,16,298474,2.55,9.47619,79.53907,0.29
2025-02-09,Thanjavur,82912,2446.38,Typhoid,115,106,1,1.52,29.17,48.11,38.7,475,6,31,1726,0.82,81229,36457,175,47,81229,43.97,8.13223,79.78848,0.28
2025-02-09,Thanjavur,455443,538.44,Influenza,252,248,3,2.01,25.79,50.37,111.62,124,83,32,1808,0.43,287066,25897,123,28,287066,5.69,10.52237,79.54097,0.69
2025-02-09,Thanjavur,639171,2614.29,Malaria,68,65,0,0.91,33.0,88.94,66.4,978,74,37,900,0.63,431300,24032,86,33,431300,3.76,9.41462,76.03801,0.61
2025-02-09,Thanjavur,59464,1217.63,Hepatitis A,146,138,1,2.24,34.09,48.68,125.69,288,69,16,845,0.32,190189,49655,106,24,190189,83.5,12.54396,78.90926,0.25
2025-02-09,Thanjavur,697476,509.3,H1N1,223,211,4,1.19,30.1,82.33,80.95,89,78,18,1323,0.73,90869,43152,58,34,90869,6.19,10.51919,79.31388,0.22
2025-02-09,Thanjavur,397098,2443.59,Tuberculosis,179,176,2,1.86,34.85,68.35,87.72,913,95,32,627,0.92,458909,46644,165,2,458909,11.75,10.31157,78.8382,0.6
2025-02-10,Thanjavur,246970,1508.28,COVID-19,344,339,4,1.76,27.91,89.9,198.22,383,12,38,1676,0.5,80299,35025,89,0,80299,14.18,12.27571,79.42255,0.77
2025-02-10,Thanjavur,486021,2783.4,Dengue,269,265,3,1.36,33.73,80.51,187.12,360,29,42,1476,0.6,158900,27015,125,19,158900,5.56,13.17546,79.74199,0.32
2025-02-10,Thanjavur,105216,2658.87,Cholera,201,190,3,1.53,39.19,55.06,191.27,676,79,14,145,0.38,246141,5995,176,4,246141,5.7,13.02643,76.31594,0.22
2025-02-10,Thanjavur,435118,597.6,Typhoid,300,292,2,2.46,26.85,59.89,127.19,283,58,42,1874,0.49,206757,22885,65,39,206757,5.26,12.34549,79.11636,0.35
2025-02-10,Thanjavur,952978,1583.05,Influenza,191,182,1,1.93,37.08,63.03,74.77,262,83,26,1112,0.66,265531,28570,61,42,265531,3.0,9.80316,77.01671,0.44
2025-02-10,Thanjavur,548389,2898.01,Malaria,46,45,0,1.13,29.11,55.87,97.79,55,18,6,244,0.86,282660,31127,95,37,282660,5.68,9.6768,80.0317,0.47
2025-02-10,Thanjavur,682677,1521.72,Hepatitis A,83,75,1,1.1,29.18,52.74,147.58,575,11,22,971,0.56,99875,16369,143,46,99875,2.4,8.18498,76.39198,0.78
2025-02-10,Thanjavur,400366,2430.97,H1N1,340,330,4,2.21,25.58,50.04,91.92,567,25,44,661,0.48,308928,16824,111,25,308928,4.2,8.93349,79.66918,0.84
2025-02-10,Thanjavur,141457,2031.71,Tuberculosis,267,265,1,2.22,36.39,45.41,66.11,174,27,38,664,0.34,413010,37854,140,12,413010,26.76,10.79157,80.0184,0.69
2025-02-11,Thanjavur,261898,2313.16,COVID-19,326,315,3,2.06,33.27,88.1,184.82,199,80,25,890,0.88,429937,19238,52,42,429937,7.35,12.32807,78.07013,0.77
2025-02-11,Thanjavur,668851,834.88,Dengue,341,336,4,2.1,27.39,79.66,82.44,281,55,45,1046,0.4,248967,28097,157,21,248967,4.2,9.03032,79.38061,0.69
2025-02-11,Thanjavur,596255,2954.63,Cholera,224,213,2,1.54,30.17,64.2,24.19,667,95,42,1092,0.71,162598,29984,196,28,162598,5.03,13.29221,80.17581,0.99
2025-02-11,Thanjavur,485236,2967.33,Typhoid,183,174,3,0.83,33.69,71.53,36.37,387,97,7,939,0.62,121636,4848,74,32,121636,1.0,8.62534,78.40575,0.38
2025-02-11,Thanjavur,443327,2300.89,Influenza,185,177,2,2.36,30.47,45.21,49.08,877,43,6,770,0.89,248085,44703,182,25,248085,10.08,10.71697,78.92245,0.42
2025-02-11,Thanjavur,523710,2679.68,Malaria,157,148,2,1.96,26.1,40.53,106.56,652,71,19,1822,0.42,205342,5420,196,45,205342,1.03,9.35079,79.83476,0.48
